Year,Country,Sector,Expenditure(million USD),GDP(%)
2013,Israel,"Mining, manufacturing and construction",562.549,0.19123
2013,Israel,Transport,5632.465,1.91471
2013,Israel,Communication,60.929,0.02071
2013,Israel,Fuel and energy,298.065,0.10132
2013,Israel,Environment protection,1700.903,0.57821
2013,Israel,Housing and community amenities,387.354,0.13168
2013,Israel,Health,14839.417,5.04455
2013,Israel,Education,20440.648,6.94865
2013,Israel,Social protection,31711.286,10.78002
2013,Israel,General public services,16533.433,5.62042
2013,Israel,Defence,17301.202,5.88142
2013,Israel,Public order and safety,4825.867,1.64052
2013,Israel,"Recreation, culture and religion",4296.657,1.46062
2013,Israel,"General economic, commercial and labour affairs",275.61,0.09369
2013,Israel,Other industries,269.497,0.09161
2013,Israel,RandD Economic affairs,576.306,0.19591
2013,Israel,Economic affairs n.e.c.,146.371,0.04976
2013,Italy,Total function,1091342.483,50.96599
2013,Italy,"Agriculture, forestry, fishing and hunting",5517.534,0.25767
2013,Italy,"Mining, manufacturing and construction",6105.89,0.28515
2013,Italy,Transport,39585.355,1.84865
2013,Italy,Communication,2274.402,0.10622
2013,Italy,Fuel and energy,15844.714,0.73995
2013,Italy,Environment protection,19784.974,0.92396
2013,Italy,Housing and community amenities,12263.842,0.57272
2013,Italy,Health,152462.638,7.12005
2013,Italy,Education,87538.916,4.08809
2013,Italy,Social protection,447838.747,20.91419
2013,Italy,General public services,205467.829,9.5954
2013,Italy,Defence,26206.425,1.22385
2013,Italy,Public order and safety,40510.256,1.89184
2013,Italy,"Recreation, culture and religion",14287.894,0.66725
2013,Italy,"General economic, commercial and labour affairs",4380.93,0.20459
2013,Italy,Other industries,3031.961,0.14159
2013,Italy,RandD Economic affairs,7651.421,0.35732
2013,Italy,Economic affairs n.e.c.,588.755,0.0275
2013,Japan,Total function,2110013.946,40.48122
2013,Japan,"Agriculture, forestry, fishing and hunting",50969.48,0.97786
2013,Japan,"Mining, manufacturing and construction",13630.729,0.26151
2013,Japan,Transport,78631.572,1.50857
2013,Japan,Communication,2559.54,0.04911
2013,Japan,Fuel and energy,21469.193,0.41189
2013,Japan,Environment protection,57563.012,1.10436
2013,Japan,Housing and community amenities,37653.314,0.72239
2013,Japan,Health,398261.569,7.64076
2013,Japan,Education,187710.195,3.60127
2013,Japan,Social protection,853346.363,16.37169
2013,Japan,General public services,225577.658,4.32777
2013,Japan,Defence,47230.585,0.90613
2013,Japan,Public order and safety,65278.519,1.25239
2013,Japan,"Recreation, culture and religion",18455.739,0.35408
2013,Japan,"General economic, commercial and labour affairs",11553.793,0.22166
2013,Japan,Other industries,26989.93,0.51781
2013,Japan,RandD Economic affairs,11876.553,0.22786
2013,Japan,Economic affairs n.e.c.,1249.031,0.02396
2013,Kazakhstan,Total function,45169.752,19.0884
2013,Kazakhstan,Environment protection,150.656,0.06367
2013,Kazakhstan,Housing and community amenities,3105.054,1.31217
2013,Kazakhstan,Health,5226.43,2.20865
2013,Kazakhstan,Education,8134.018,3.43737
2013,Kazakhstan,Social protection,9368.153,3.95891
2013,Kazakhstan,General public services,4972.603,2.10138
2013,Kazakhstan,Defence,2606.419,1.10145
2013,Kazakhstan,Public order and safety,3998.736,1.68984
2013,Kazakhstan,"Recreation, culture and religion",1698.763,0.71788
2013,Kiribati,Total function,133.124,72.13724
2013,Kiribati,Environment protection,2.771,1.50152
2013,Kiribati,Housing and community amenities,0,0
2013,Kiribati,Health,16.965,9.19299
2013,Kiribati,Education,22.262,12.06323
2013,Kiribati,Social protection,0.478,0.25884
2013,Kiribati,General public services,47.497,25.73739
2013,Kiribati,Defence,0,0
2013,Kiribati,Public order and safety,9.574,5.18772
2013,Kiribati,"Recreation, culture and religion",0.194,0.10528
2013,"Korea, Republic of",Total function,412976.006,30.12675
2013,"Korea, Republic of",Environment protection,11545.847,0.84227
2013,"Korea, Republic of",Housing and community amenities,13423.776,0.97927
2013,"Korea, Republic of",Health,52067.225,3.79832
2013,"Korea, Republic of",Education,63657.821,4.64386
2013,"Korea, Republic of",Social protection,85032.135,6.20312
2013,"Korea, Republic of",General public services,61993.137,4.52242
2013,"Korea, Republic of",Defence,33654.145,2.45508
2013,"Korea, Republic of",Public order and safety,15582.989,1.13678
2013,"Korea, Republic of","Recreation, culture and religion",10753.14,0.78445
2013,Latvia,Total function,11642.123,38.54895
2013,Latvia,"Agriculture, forestry, fishing and hunting",116.396,0.38541
2013,Latvia,"Mining, manufacturing and construction",114.67,0.37969
2013,Latvia,Transport,1087.038,3.59936
2013,Latvia,Communication,3.187,0.01055
2013,Latvia,Fuel and energy,319.054,1.05644
2013,Latvia,Environment protection,201.104,0.66589
2013,Latvia,Housing and community amenities,367.291,1.21616
2013,Latvia,Health,1109.098,3.6724
2013,Latvia,Education,1737.032,5.75159
2013,Latvia,Social protection,3491.051,11.55943
2013,Latvia,General public services,1465.738,4.85329
2013,Latvia,Defence,273.685,0.90622
2013,Latvia,Public order and safety,581.981,1.92703
2013,Latvia,"Recreation, culture and religion",476.502,1.57778
2013,Latvia,"General economic, commercial and labour affairs",209.484,0.69364
2013,Latvia,Other industries,26.416,0.08747
2013,Latvia,RandD Economic affairs,0.491,0.00163
2013,Latvia,Economic affairs n.e.c.,61.917,0.20502
2013,Lithuania,Total function,16548.47,35.57704
2013,Lithuania,"Agriculture, forestry, fishing and hunting",415.063,0.89233
2013,Lithuania,"Mining, manufacturing and construction",11.09,0.02384
2013,Lithuania,Transport,637.776,1.37113
2013,Lithuania,Communication,61.943,0.13317
2013,Lithuania,Fuel and energy,254.215,0.54653
2013,Lithuania,Environment protection,248.385,0.53399
2013,Lithuania,Housing and community amenities,117.18,0.25192
2013,Lithuania,Health,2102.889,4.52093
2013,Lithuania,Education,2438.717,5.24292
2013,Lithuania,Social protection,5809.295,12.48922
2013,Lithuania,General public services,2245.077,4.82662
2013,Lithuania,Defence,425.091,0.91389
2013,Lithuania,Public order and safety,756.363,1.62608
2013,Lithuania,"Recreation, culture and religion",380.333,0.81767
2013,Lithuania,"General economic, commercial and labour affairs",501.697,1.07858
2013,Lithuania,Other industries,65.423,0.14065
2013,Lithuania,RandD Economic affairs,0.146,0.00031
2013,Lithuania,Economic affairs n.e.c.,77.775,0.16721
2013,Luxembourg,Total function,26887.391,41.24798
2013,Luxembourg,"Agriculture, forestry, fishing and hunting",215.939,0.33127
2013,Luxembourg,"Mining, manufacturing and construction",50.468,0.07742
2013,Luxembourg,Transport,2001.753,3.07089
2013,Luxembourg,Communication,36.297,0.05568
2013,Luxembourg,Fuel and energy,90.392,0.13867
2013,Luxembourg,Environment protection,516,0.7916
2013,Luxembourg,Housing and community amenities,322.773,0.49517
2013,Luxembourg,Health,3398.88,5.21423
2013,Luxembourg,Education,3051.949,4.682
2013,Luxembourg,Social protection,11532.766,17.69243
2013,Luxembourg,General public services,3235.667,4.96384
2013,Luxembourg,Defence,214.531,0.32911
2013,Luxembourg,Public order and safety,640.671,0.98285
2013,Luxembourg,"Recreation, culture and religion",783.576,1.20209
2013,Luxembourg,"General economic, commercial and labour affairs",393.242,0.60327
2013,Luxembourg,Other industries,81.042,0.12433
2013,Luxembourg,RandD Economic affairs,313.794,0.48139
2013,Luxembourg,Economic affairs n.e.c.,7.65,0.01174
2013,Malaysia,Total function,79895.62,24.71435
2013,Malaysia,Housing and community amenities,3663.197,1.13315
2013,Malaysia,Health,6163.587,1.9066
2013,Malaysia,Education,17268.257,5.34164
2013,Malaysia,General public services,30998.359,9.58881
2013,Malaysia,Defence,5156.322,1.59502
2013,Malaysia,Public order and safety,3942.704,1.21961
2013,Maldives,Total function,995.559,30.21414
2013,Maldives,"Agriculture, forestry, fishing and hunting",4.588,0.13924
2013,Maldives,"Mining, manufacturing and construction",10.947,0.33221
2013,Maldives,Transport,28.402,0.86196
2013,Maldives,Fuel and energy,7.469,0.22667
2013,Maldives,Environment protection,12.039,0.36536
2013,Maldives,Housing and community amenities,83.726,2.54099
2013,Maldives,Health,90.566,2.74859
2013,Maldives,Education,130.3,3.95446
2013,Maldives,Social protection,127.501,3.86953
2013,Maldives,General public services,333.706,10.12761
2013,Maldives,Defence,51.839,1.57327
2013,Maldives,Public order and safety,112.319,3.40876
2013,Maldives,Economic affairs n.e.c.,2.156,0.06542
2013,Maldives,Others,206.574,6.26931
2013,Malta,Total function,4306.157,40.82451
2013,Malta,"Agriculture, forestry, fishing and hunting",57.508,0.5452
2013,Malta,"Mining, manufacturing and construction",51.929,0.49232
2013,Malta,Transport,124.445,1.1798
2013,Malta,Communication,9.695,0.09192
2013,Malta,Fuel and energy,44.359,0.42055
2013,Malta,Environment protection,147.023,1.39385
2013,Malta,Housing and community amenities,34.265,0.32485
2013,Malta,Health,577.333,5.4734
2013,Malta,Education,586.098,5.55651
2013,Malta,Social protection,1400.102,13.27366
2013,Malta,General public services,718.645,6.81311
2013,Malta,Defence,65.211,0.61823
2013,Malta,Public order and safety,141.577,1.34222
2013,Malta,"Recreation, culture and religion",90.445,0.85746
2013,Malta,"General economic, commercial and labour affairs",171.194,1.62301
2013,Malta,Other industries,73.046,0.69252
2013,Malta,RandD Economic affairs,13.148,0.12465
2013,Malta,Economic affairs n.e.c.,0,0
2013,Marshall Islands,Total function,98.926,53.52896
2013,Marshall Islands,Environment protection,4.21,2.27804
2013,Marshall Islands,Housing and community amenities,1.211,0.65527
2013,Marshall Islands,Health,12.284,6.64688
2013,Marshall Islands,Education,29.56,15.99495
2013,Marshall Islands,Social protection,0,0
2013,Marshall Islands,General public services,35.187,19.03972
2013,Marshall Islands,Public order and safety,5.909,3.19737
2013,Marshall Islands,"Recreation, culture and religion",0.222,0.12012
2013,Mauritius,Total function,2965.314,24.12202
2013,Mauritius,"Agriculture, forestry, fishing and hunting",84.872,0.69041
2013,Mauritius,"Mining, manufacturing and construction",28.769,0.23403
2013,Mauritius,Transport,225.12,1.83129
2013,Mauritius,Communication,5.614,0.04567
2013,Mauritius,Fuel and energy,10.527,0.08564
2013,Mauritius,Environment protection,66.828,0.54362
2013,Mauritius,Housing and community amenities,162.55,1.3223
2013,Mauritius,Health,294.932,2.39919
2013,Mauritius,Education,462.841,3.76509
2013,Mauritius,Social protection,640.166,5.20758
2013,Mauritius,General public services,560.595,4.56029
2013,Mauritius,Defence,23.201,0.18873
2013,Mauritius,Public order and safety,302.394,2.45989
2013,Mauritius,"Recreation, culture and religion",38.073,0.30972
2013,Mauritius,Other industries,0,0
2013,Mauritius,RandD Economic affairs,0,0
2013,"Moldova, Republic of",Total function,3076.964,32.40029
2013,"Moldova, Republic of","Agriculture, forestry, fishing and hunting",110.457,1.16311
2013,"Moldova, Republic of","Mining, manufacturing and construction",4.616,0.04861
2013,"Moldova, Republic of",Transport,212.954,2.2424
2013,"Moldova, Republic of",Communication,0,0
2013,"Moldova, Republic of",Fuel and energy,20.069,0.21132
2013,"Moldova, Republic of",Environment protection,31.041,0.32686
2013,"Moldova, Republic of",Housing and community amenities,93.146,0.98082
2013,"Moldova, Republic of",Health,415.27,4.37277
2013,"Moldova, Republic of",Education,561.233,5.90976
2013,"Moldova, Republic of",Social protection,1008.711,10.62168
2013,"Moldova, Republic of",General public services,298.194,3.13997
2013,"Moldova, Republic of",Defence,26.711,0.28126
2013,"Moldova, Republic of",Public order and safety,194.045,2.04329
2013,"Moldova, Republic of","Recreation, culture and religion",81.053,0.85349
2013,"Moldova, Republic of","General economic, commercial and labour affairs",0,0
2013,"Moldova, Republic of",Other industries,19.465,0.20496
2013,"Moldova, Republic of",RandD Economic affairs,0,0
2013,"Moldova, Republic of",Economic affairs n.e.c.,0,0
2013,Mongolia,Total function,4727.416,37.57257
2013,Mongolia,Housing and community amenities,57.894,0.46013
2013,Mongolia,Health,334.558,2.659
2013,Mongolia,Education,1097.286,8.72101
2013,Mongolia,Social protection,1181.485,9.39021
2013,Mongolia,General public services,1008.854,8.01817
2013,Mongolia,Defence,157.728,1.25359
2013,Mongolia,Public order and safety,231.482,1.83977
2013,Mongolia,"Recreation, culture and religion",79.544,0.6322
2013,Myanmar,Total function,14405.447,21.81896
2013,Myanmar,"Agriculture, forestry, fishing and hunting",666.674,1.00977
2013,Myanmar,"Mining, manufacturing and construction",2262.743,3.42722
2013,Myanmar,Transport,378.616,0.57346
2013,Myanmar,Communication,279.093,0.42272
2013,Myanmar,Fuel and energy,3333.278,5.04869
2013,Myanmar,Environment protection,26.231,0.03973
2013,Myanmar,Housing and community amenities,490.66,0.74317
2013,Myanmar,Health,519.839,0.78736
2013,Myanmar,Education,1079.051,1.63437
2013,Myanmar,Social protection,315.206,0.47742
2013,Myanmar,General public services,1564.328,2.36938
2013,Myanmar,Defence,2380.731,3.60593
2013,Myanmar,Public order and safety,307.581,0.46587
2013,Myanmar,"Recreation, culture and religion",278.3,0.42152
2013,Myanmar,"General economic, commercial and labour affairs",400.453,0.60654
2013,Myanmar,Other industries,122.646,0.18576
2013,Myanmar,RandD Economic affairs,0,0
2013,Myanmar,Economic affairs n.e.c.,0,0
2013,Netherlands (Kingdom of the),Total function,410877.222,46.8544
2013,Netherlands (Kingdom of the),"Agriculture, forestry, fishing and hunting",1482.18,0.16902
2013,Netherlands (Kingdom of the),"Mining, manufacturing and construction",794.215,0.09057
2013,Netherlands (Kingdom of the),Transport,21749.261,2.48018
2013,Netherlands (Kingdom of the),Communication,150.077,0.01711
2013,Netherlands (Kingdom of the),Fuel and energy,2996.234,0.34168
2013,Netherlands (Kingdom of the),Environment protection,13464.461,1.53542
2013,Netherlands (Kingdom of the),Housing and community amenities,4912.709,0.56022
2013,Netherlands (Kingdom of the),Health,70460.646,8.03498
2013,Netherlands (Kingdom of the),Education,47504.126,5.41713
2013,Netherlands (Kingdom of the),Social protection,150785.225,17.1948
2013,Netherlands (Kingdom of the),General public services,44919.608,5.12241
2013,Netherlands (Kingdom of the),Defence,9964.87,1.13634
2013,Netherlands (Kingdom of the),Public order and safety,17223.035,1.96403
2013,Netherlands (Kingdom of the),"Recreation, culture and religion",11864.078,1.35292
2013,Netherlands (Kingdom of the),"General economic, commercial and labour affairs",5754.735,0.65624
2013,Netherlands (Kingdom of the),Other industries,2480.924,0.28291
2013,Netherlands (Kingdom of the),RandD Economic affairs,4222.087,0.48147
2013,Netherlands (Kingdom of the),Economic affairs n.e.c.,148.749,0.01696
2013,New Zealand,Total function,71271.733,37.33347
2013,New Zealand,Environment protection,2019.127,1.05766
2013,New Zealand,Housing and community amenities,1218.337,0.63819
2013,New Zealand,Health,12994.634,6.80683
2013,New Zealand,Education,11632.35,6.09324
2013,New Zealand,Social protection,21437.493,11.22936
2013,New Zealand,General public services,9121.664,4.7781
2013,New Zealand,Defence,1784.046,0.93452
2013,New Zealand,Public order and safety,3771.322,1.97549
2013,New Zealand,"Recreation, culture and religion",1712.823,0.89721
2013,Norway,Total function,232147.064,44.40783
2013,Norway,"Agriculture, forestry, fishing and hunting",3081.021,0.58937
2013,Norway,"Mining, manufacturing and construction",22.128,0.00423
2013,Norway,Transport,15985.191,3.05784
2013,Norway,Fuel and energy,431.66,0.08257
2013,Norway,Environment protection,4186.043,0.80076
2013,Norway,Housing and community amenities,3299.404,0.63115
2013,Norway,Health,38522.383,7.36902
2013,Norway,Education,25652.936,4.9072
2013,Norway,Social protection,92229.787,17.6428
2013,Norway,General public services,22712.17,4.34465
2013,Norway,Defence,7137.021,1.36525
2013,Norway,Public order and safety,5152.34,0.9856
2013,Norway,"Recreation, culture and religion",8013.957,1.533
2013,Norway,"General economic, commercial and labour affairs",2490.043,0.47632
2013,Norway,Other industries,55.83,0.01068
2013,Norway,RandD Economic affairs,2015.489,0.38555
2013,Norway,Economic affairs n.e.c.,1236.255,0.23649
2013,Panama,Total function,9292.4,20.37807
2013,Panama,"Agriculture, forestry, fishing and hunting",131.4,0.28816
2013,Panama,"Mining, manufacturing and construction",1.55,0.0034
2013,Panama,Transport,1710.45,3.75099
2013,Panama,Communication,8.68,0.01904
2013,Panama,Fuel and energy,265.15,0.58147
2013,Panama,Environment protection,225.82,0.49522
2013,Panama,Housing and community amenities,932.25,2.04441
2013,Panama,Health,759.34,1.66522
2013,Panama,Education,1370.28,3.005
2013,Panama,Social protection,503.35,1.10384
2013,Panama,General public services,1847.68,4.05193
2013,Panama,Public order and safety,871.33,1.91081
2013,Panama,"Recreation, culture and religion",70.96,0.15561
2013,Panama,"General economic, commercial and labour affairs",38.77,0.08502
2013,Panama,Other industries,256.21,0.56186
2013,Panama,Economic affairs n.e.c.,299.19,0.65612
2013,Paraguay,Total function,6481.683,16.83505
2013,Paraguay,"Agriculture, forestry, fishing and hunting",102.87,0.26719
2013,Paraguay,Transport,498.472,1.29469
2013,Paraguay,Communication,28.272,0.07343
2013,Paraguay,Fuel and energy,1.23,0.0032
2013,Paraguay,Environment protection,31.816,0.08264
2013,Paraguay,Housing and community amenities,73.846,0.1918
2013,Paraguay,Health,1030.063,2.67541
2013,Paraguay,Education,1226.611,3.18591
2013,Paraguay,Social protection,1683.267,4.37199
2013,Paraguay,General public services,541.19,1.40565
2013,Paraguay,Defence,278.455,0.72324
2013,Paraguay,Public order and safety,924.604,2.4015
2013,Paraguay,"Recreation, culture and religion",33.511,0.08704
2013,Paraguay,"General economic, commercial and labour affairs",9.024,0.02344
2013,Paraguay,Other industries,18.451,0.04792
2013,Peru,Total function,41612.802,20.68482
2013,Peru,"Agriculture, forestry, fishing and hunting",1218.062,0.60547
2013,Peru,"Mining, manufacturing and construction",67.749,0.03368
2013,Peru,Transport,5334.359,2.65159
2013,Peru,Communication,130.071,0.06466
2013,Peru,Fuel and energy,428.199,0.21285
2013,Peru,Environment protection,2564.518,1.27477
2013,Peru,Housing and community amenities,665.513,0.33081
2013,Peru,Health,4137.357,2.05659
2013,Peru,Education,6435.226,3.19881
2013,Peru,Social protection,6334.959,3.14897
2013,Peru,General public services,6917.057,3.43832
2013,Peru,Defence,2070.562,1.02923
2013,Peru,Public order and safety,3978.361,1.97756
2013,Peru,"Recreation, culture and religion",816.318,0.40577
2013,Peru,"General economic, commercial and labour affairs",316.685,0.15742
2013,Peru,Other industries,165.761,0.0824
2013,Peru,RandD Economic affairs,32.048,0.01593
2013,Philippines,Total function,47080.227,16.58322
2013,Philippines,Housing and community amenities,758.513,0.26717
2013,Philippines,Health,1339.508,0.47182
2013,Philippines,Education,7704.721,2.71386
2013,Philippines,Social protection,6974.078,2.4565
2013,Philippines,General public services,13350.222,4.70239
2013,Philippines,Defence,2069.279,0.72887
2013,Philippines,Public order and safety,2710.609,0.95477
2013,Poland,Total function,223918.012,43.41499
2013,Poland,"Agriculture, forestry, fishing and hunting",2272.531,0.44062
2013,Poland,"Mining, manufacturing and construction",468.453,0.09083
2013,Poland,Transport,15815.268,3.06639
2013,Poland,Communication,87.641,0.01699
2013,Poland,Fuel and energy,1016.7,0.19713
2013,Poland,Environment protection,3269.33,0.63388
2013,Poland,Housing and community amenities,3875.826,0.75148
2013,Poland,Health,24301.27,4.71172
2013,Poland,Education,27627.204,5.35658
2013,Poland,Social protection,84010.504,16.28862
2013,Poland,General public services,29990.666,5.81483
2013,Poland,Defence,8687.862,1.68447
2013,Poland,Public order and safety,11704.994,2.26946
2013,Poland,"Recreation, culture and religion",5951.687,1.15396
2013,Poland,"General economic, commercial and labour affairs",2926.106,0.56734
2013,Poland,Other industries,493.575,0.0957
2013,Poland,RandD Economic affairs,1233.936,0.23925
2013,Poland,Economic affairs n.e.c.,184.458,0.03576
2013,Portugal,Total function,113039.115,49.93566
2013,Portugal,"Agriculture, forestry, fishing and hunting",797.243,0.35219
2013,Portugal,"Mining, manufacturing and construction",552.683,0.24415
2013,Portugal,Transport,3878.423,1.71332
2013,Portugal,Communication,47.799,0.02112
2013,Portugal,Fuel and energy,298.003,0.13164
2013,Portugal,Environment protection,1501.225,0.66317
2013,Portugal,Housing and community amenities,1100.479,0.48614
2013,Portugal,Health,14706.849,6.49683
2013,Portugal,Education,12390.451,5.47355
2013,Portugal,Social protection,43986.247,19.43117
2013,Portugal,General public services,21367.347,9.43915
2013,Portugal,Defence,2495.056,1.1022
2013,Portugal,Public order and safety,4641.799,2.05054
2013,Portugal,"Recreation, culture and religion",2338.949,1.03324
2013,Portugal,"General economic, commercial and labour affairs",1871.066,0.82655
2013,Portugal,Other industries,558.992,0.24694
2013,Portugal,RandD Economic affairs,506.531,0.22376
2013,Romania,Total function,68264.961,35.96882
2013,Romania,"Agriculture, forestry, fishing and hunting",1612.21,0.84947
2013,Romania,"Mining, manufacturing and construction",477.867,0.25179
2013,Romania,Transport,7046.991,3.71306
2013,Romania,Communication,232.518,0.12251
2013,Romania,Fuel and energy,712.428,0.37538
2013,Romania,Environment protection,1539.522,0.81117
2013,Romania,Housing and community amenities,2230.825,1.17542
2013,Romania,Health,7684.297,4.04886
2013,Romania,Education,5353.83,2.82093
2013,Romania,Social protection,21995.413,11.58939
2013,Romania,General public services,10070.865,5.30634
2013,Romania,Defence,1331.554,0.7016
2013,Romania,Public order and safety,4204.793,2.21551
2013,Romania,"Recreation, culture and religion",1923.215,1.01334
2013,Romania,"General economic, commercial and labour affairs",1493.036,0.78668
2013,Romania,Other industries,40.085,0.02112
2013,Romania,RandD Economic affairs,173.712,0.09153
2013,Romania,Economic affairs n.e.c.,141.8,0.07471
2013,Russian Federation,Total function,886926.3,38.68867
2013,Russian Federation,"Agriculture, forestry, fishing and hunting",12400.61,0.54093
2013,Russian Federation,"Mining, manufacturing and construction",0,0
2013,Russian Federation,Transport,16747.734,0.73055
2013,Russian Federation,Communication,2647.851,0.1155
2013,Russian Federation,Fuel and energy,1023.961,0.04467
2013,Russian Federation,Environment protection,1460.558,0.06371
2013,Russian Federation,Housing and community amenities,28517.005,1.24394
2013,Russian Federation,Health,71799.783,3.13198
2013,Russian Federation,Education,88710.848,3.86966
2013,Russian Federation,Social protection,272219.773,11.87452
2013,Russian Federation,General public services,200087.045,8.72801
2013,Russian Federation,Defence,51961.32,2.26661
2013,Russian Federation,Public order and safety,62631.247,2.73204
2013,Russian Federation,"Recreation, culture and religion",25809.476,1.12584
2013,Samoa,Total function,242.448,30.36992
2013,Samoa,Environment protection,7.873,0.98626
2013,Samoa,Housing and community amenities,6.979,0.87418
2013,Samoa,Health,48.817,6.11503
2013,Samoa,Education,35.525,4.45001
2013,Samoa,Social protection,10.693,1.33944
2013,Samoa,General public services,58.465,7.32359
2013,Samoa,Defence,0,0
2013,Samoa,Public order and safety,16.173,2.02595
2013,Samoa,"Recreation, culture and religion",2.024,0.25356
2013,Serbia and Montenegro,Total function,,
2013,Serbia and Montenegro,"Agriculture, forestry, fishing and hunting",,
2013,Serbia and Montenegro,"Mining, manufacturing and construction",,
2013,Serbia and Montenegro,Transport,,
2013,Serbia and Montenegro,Communication,,
2013,Serbia and Montenegro,Fuel and energy,,
2013,Serbia and Montenegro,Environment protection,,
2013,Serbia and Montenegro,Housing and community amenities,,
2013,Serbia and Montenegro,Health,,
2013,Serbia and Montenegro,Education,,
2013,Serbia and Montenegro,Social protection,,
2013,Serbia and Montenegro,General public services,,
2013,Serbia and Montenegro,Defence,,
2013,Serbia and Montenegro,Public order and safety,,
2013,Serbia and Montenegro,"Recreation, culture and religion",,
2013,Serbia and Montenegro,"General economic, commercial and labour affairs",,
2013,Serbia and Montenegro,Other industries,,
2013,Serbia and Montenegro,RandD Economic affairs,,
2013,Serbia and Montenegro,Economic affairs n.e.c.,,
2013,Serbia and Montenegro,Others,,
2013,Seychelles,Total function,422.093,30.88585
2013,Seychelles,"Agriculture, forestry, fishing and hunting",7.528,0.55084
2013,Seychelles,Transport,8.95,0.65492
2013,Seychelles,Communication,8.026,0.5873
2013,Seychelles,Environment protection,16.738,1.22476
2013,Seychelles,Housing and community amenities,18.405,1.34674
2013,Seychelles,Health,47.953,3.50888
2013,Seychelles,Education,59.104,4.32485
2013,Seychelles,Social protection,51.978,3.80341
2013,Seychelles,General public services,123.182,9.01362
2013,Seychelles,Defence,17.596,1.28756
2013,Seychelles,Public order and safety,42.198,3.08776
2013,Seychelles,"Recreation, culture and religion",8.064,0.59004
2013,Singapore,Total function,42271.717,13.74349
2013,Singapore,"Agriculture, forestry, fishing and hunting",116.759,0.03796
2013,Singapore,"Mining, manufacturing and construction",166.307,0.05407
2013,Singapore,Transport,2372.732,0.77143
2013,Singapore,Environment protection,0,0
2013,Singapore,Housing and community amenities,2336.45,0.75963
2013,Singapore,Health,4654.599,1.51332
2013,Singapore,Education,9282.346,3.0179
2013,Singapore,Social protection,4455.606,1.44862
2013,Singapore,General public services,3114.041,1.01244
2013,Singapore,Defence,9715.656,3.15878
2013,Singapore,Public order and safety,2575.162,0.83724
2013,Singapore,"Recreation, culture and religion",1286.102,0.41814
2013,Slovakia,Total function,42021.987,42.48632
2013,Slovakia,"Agriculture, forestry, fishing and hunting",355.643,0.35957
2013,Slovakia,"Mining, manufacturing and construction",55.861,0.05648
2013,Slovakia,Transport,2847.963,2.87943
2013,Slovakia,Communication,11.502,0.01163
2013,Slovakia,Fuel and energy,845.852,0.8552
2013,Slovakia,Environment protection,869.014,0.87862
2013,Slovakia,Housing and community amenities,542.151,0.54814
2013,Slovakia,Health,6904.036,6.98032
2013,Slovakia,Education,4081.971,4.12708
2013,Slovakia,Social protection,15043.513,15.20974
2013,Slovakia,General public services,5579.955,5.64161
2013,Slovakia,Defence,876.863,0.88655
2013,Slovakia,Public order and safety,2527.502,2.55543
2013,Slovakia,"Recreation, culture and religion",954.744,0.96529
2013,Slovakia,"General economic, commercial and labour affairs",209.032,0.21134
2013,Slovakia,Other industries,225.236,0.22772
2013,Slovakia,RandD Economic affairs,62.767,0.06346
2013,Slovakia,Economic affairs n.e.c.,28.395,0.02871
2013,Slovenia,Total function,29178.806,60.28443
2013,Slovenia,"Agriculture, forestry, fishing and hunting",319.452,0.66
2013,Slovenia,"Mining, manufacturing and construction",13.361,0.0276
2013,Slovenia,Transport,1168.824,2.41483
2013,Slovenia,Communication,26.43,0.0546
2013,Slovenia,Fuel and energy,158.006,0.32645
2013,Slovenia,Environment protection,360.465,0.74473
2013,Slovenia,Housing and community amenities,354.979,0.7334
2013,Slovenia,Health,3284.223,6.78532
2013,Slovenia,Education,3111.608,6.42869
2013,Slovenia,Social protection,9450.25,19.52455
2013,Slovenia,General public services,3111.528,6.42853
2013,Slovenia,Defence,459.728,0.94981
2013,Slovenia,Public order and safety,873.689,1.80507
2013,Slovenia,"Recreation, culture and religion",844.032,1.7438
2013,Slovenia,"General economic, commercial and labour affairs",5330.468,11.01293
2013,Slovenia,Other industries,82.689,0.17084
2013,Slovenia,RandD Economic affairs,228.941,0.473
2013,Slovenia,Economic affairs n.e.c.,0.159,0.00033
2013,South Africa,Total function,168642.211,42.08854
2013,South Africa,"Agriculture, forestry, fishing and hunting",2411.903,0.60195
2013,South Africa,"Mining, manufacturing and construction",896.526,0.22375
2013,South Africa,Transport,8027.735,2.00351
2013,South Africa,Communication,308.832,0.07708
2013,South Africa,Fuel and energy,2506.565,0.62557
2013,South Africa,Environment protection,1210.858,0.3022
2013,South Africa,Housing and community amenities,10559.545,2.63538
2013,South Africa,Health,17628.898,4.3997
2013,South Africa,Education,28248.723,7.05012
2013,South Africa,Social protection,17768.307,4.43449
2013,South Africa,General public services,50494.476,12.60206
2013,South Africa,Defence,4311.825,1.07612
2013,South Africa,Public order and safety,14738.703,3.67838
2013,South Africa,"Recreation, culture and religion",5067.904,1.26481
2013,South Africa,"General economic, commercial and labour affairs",3211.176,0.80142
2013,South Africa,Other industries,809.956,0.20214
2013,South Africa,RandD Economic affairs,439.938,0.1098
2013,South Africa,Economic affairs n.e.c.,0,0
2013,Spain,Total function,628817.407,46.40054
2013,Spain,"Agriculture, forestry, fishing and hunting",5769.345,0.42572
